Financial_feasibility,AC_sw_suitability,geometry,X,Y
0.33503165602157786,0.6557909656409797,"c(149.838440690391, -37.6097292072718)",149.83844069039117,-37.609729207271755
0.34911492938891103,0.6557909656409797,"c(149.771209847678, -37.6293499222654)",149.77120984767785,-37.629349922265376
0.3459552122803818,0.6557909656409797,"c(149.793849103836, -37.6288156175177)",149.79384910383564,-37.628815617517695
0.3293890167919793,0.6557909656409797,"c(149.816487759579, -37.6282769755351)",149.8164877595787,-37.628276975535066
0.32956593918663896,0.6557909656409797,"c(149.83912581007, -37.6277339966742)",149.83912581007027,-37.627733996674245
0.351519219334576,0.6557909656409797,"c(149.77187922565, -37.6473556897792)",149.77187922565014,-37.64735568977922
0.3470898670015812,0.6557909656409797,"c(149.794523932974, -37.6468210398799)",149.7945239329738,-37.646821039879946
0.3298002507682814,0.6557909656409797,"c(149.817168039317, -37.6462820499489)",149.81716803931656,-37.646282049948894
0.32997613230382017,0.6557909656409797,"c(149.839811539837, -37.6457387203432)",149.83981153983711,-37.64573872034319
0.35177995454435523,0.6557909656409797,"c(149.749898439729, -37.665892044065)",149.74989843972855,-37.66589204406497
0.3526563579241321,0.6557909656409797,"c(149.772549199761, -37.6653613920346)",149.77254919976124,-37.66536139203461
0.34750370312568546,0.6557909656409797,"c(149.795199363093, -37.6648263968197)",149.7951993630929,-37.66482639681974
0.32994360545629287,0.6557909656409797,"c(149.817848924877, -37.664287058775)",149.81784892487676,-37.66428705877496
0.3292327223326243,0.6557909656409797,"c(149.840497880267, -37.6637433782577)",149.8404978802669,-37.66374337825775
0.28917499885096604,0.6714864383892568,"c(149.503732468673, -37.761489654452)",149.50373246867275,-37.76148965445202
0.36826120173496085,0.6292366518356389,"c(149.526416857521, -37.7610052392504)",149.52641685752053,-37.7610052392504
0.3558835179725162,0.6271068794443947,"c(149.54910070046, -37.760516463122)",149.54910070046037,-37.76051646312203
0.35525483906350763,0.6271068794443947,"c(149.571783992614, -37.7600233263916)",149.57178399261414,-37.760023326391604
0.2803925607714695,0.7140871384271903,"c(148.778004732875, -37.7927043444928)",148.77800473287522,-37.79270434449277
0.2532298516912199,0.7129475176167296,"c(148.80070951678, -37.7923594105802)",148.80070951677962,-37.79235941058021
0.251060015262532,0.7067667570694719,"c(148.823413910861, -37.7920101040569)",148.8234139108609,-37.79201010405694
0.25243420951686735,0.6887204812974849,"c(148.846117910216, -37.7916564251553)",148.84611791021592,-37.791656425155345
0.25380459517305587,0.6844750518375647,"c(148.868821509942, -37.7912983741108)",148.8688215099421,-37.79129837411076
0.25518193566064296,0.6898137075593489,"c(148.891524705137, -37.7909359511614)",148.8915247051374,-37.790935951161394
0.2565579750743289,0.7341148115717961,"c(148.9142274909, -37.7905691565484)",148.91422749090037,-37.79056915654836
0.257936380076926,0.7885713977772033,"c(148.93692986233, -37.7901979905157)",148.93692986232998,-37.79019799051567
0.258779736179615,0.7992113966239048,"c(148.959631814526, -37.7898224533102)",148.95963181452586,-37.789822453310244
0.26458974082467246,0.7923804558696613,"c(148.982333342588, -37.7894425451819)",148.98233334258828,-37.78944254518188
0.28555720910569526,0.7443244572118206,"c(149.005034441618, -37.7890582663833)",149.0050344416179,-37.789058266383314
0.27840447253881984,0.7157237498973835,"c(149.027735106716, -37.7886696171701)",149.02773510671614,-37.78866961717012
0.2597587588063545,0.7120383376537801,"c(149.050435332985, -37.7882765978009)",149.05043533298488,-37.78827659780085
0.2593851613496277,0.6872766698146207,"c(149.073135115527, -37.7878792085369)",149.07313511552667,-37.78787920853687
0.26050458167823975,0.6174825272959837,"c(149.095834449445, -37.7874774496425)",149.09583444944468,-37.7874774496425
0.26074480723215987,0.5984227932478097,"c(149.118533329843, -37.7870713213849)",149.11853332984256,-37.78707132138494
0.2610085467398562,0.6020707834734411,"c(149.141231751825, -37.7866608240343)",149.14123175182476,-37.786660824034286
0.26130318083873116,0.6354923658399455,"c(149.163929710496, -37.7862459578635)",149.1639297104962,-37.786245957863514
0.26152928382685214,0.6758962183491589,"c(149.186627200962, -37.7858267231485)",149.18662720096248,-37.78582672314851
0.2946442167574933,0.6844750518375647,"c(149.20932421833, -37.785403120168)",149.20932421832984,-37.78540312016805
0.4110239524805497,0.6804206716272907,"c(149.232020757705, -37.7849751492038)",149.2320207577052,-37.78497514920382
0.34293884985986395,0.6482246056388142,"c(149.254716814196, -37.7845428105404)",149.25471681419606,-37.78454281054037
0.2883393782240162,0.6271068794443947,"c(149.322802037447, -37.7832195912438)",149.3228020374467,-37.78321959124377
0.2617158341683799,0.6271068794443947,"c(149.345496113488, -37.7827697846869)",149.34549611348803,-37.78276978468695
0.26155700852889,0.6271068794443947,"c(149.368189682192, -37.7823156118971)",149.36818968219242,-37.78231561189711
0.263570148348108,0.6314867874425824,"c(149.390882738671, -37.7818570731762)",149.39088273867142,-37.78185707317618
0.2638093566987964,0.6762895872222848,"c(149.413575278037, -37.7813941688289)",149.41357527803734,-37.78139416882894
0.2645899773835636,0.7298438869943689,"c(149.436267295403, -37.7809268991631)",149.4362672954031,-37.78092689916309
0.2741213136005297,0.7418432242307348,"c(149.458958785882, -37.7804552644892)",149.45895878588232,-37.78045526448921
0.31242649053741456,0.7349366734928111,"c(149.481649744589, -37.7799792651208)",149.4816497445894,-37.779979265120765
0.3563586465053066,0.669747299343509,"c(149.504340166639, -37.7794989013741)",149.50434016663942,-37.779498901374104
0.35622141869257484,0.6291190241475693,"c(149.527030047148, -37.7790141735685)",149.52703004714817,-37.779014173568456
0.35558961720620363,0.6271068794443947,"c(149.549719381232, -37.778525082026)",149.54971938123228,-37.77852508202598
0.35568312893585863,0.6271068794443947,"c(149.572408164009, -37.7780316270716)",149.57240816400892,-37.77803162707164
0.28118221800587706,0.8126859492003219,"c(148.256003664356, -37.8174525398508)",148.25600366435617,-37.81745253985083
0.27664348084163387,0.8212733175349318,"c(148.278721577682, -37.8172080757362)",148.2787215776819,-37.81720807573619
0.26117808849711327,0.8228167022235107,"c(148.301439213826, -37.8169592316424)",148.30143921382626,-37.81695923164244
0.24217474503307088,0.8109844510147562,"c(148.324156567871, -37.8167060077354)",148.32415656787103,-37.816706007735355
0.24269981114777414,0.7746885950573557,"c(148.346873634898, -37.8164484041835)",148.3468736348983,-37.81644840418353
0.2410774429607774,0.7689176165490011,"c(148.369590409991, -37.8161864211585)",148.36959040999056,-37.81618642115854
0.24154944891620517,0.7694919679300966,"c(148.392306888231, -37.8159200588348)",148.39230688823073,-37.81592005883485
0.27551429063081906,0.7700676323644541,"c(148.415023064702, -37.8156493173899)",148.41502306470215,-37.815649317389855
0.35137669260268345,0.7704690983993635,"c(148.437738934488, -37.8153741970038)",148.43773893448846,-37.81537419700384
0.2452720105943476,0.7705273104273198,"c(148.460454492674, -37.81509469786)",148.46045449267388,-37.81509469786002
0.24569057789627405,0.7705273104273198,"c(148.483169734343, -37.8148108201445)",148.48316973434285,-37.81481082014448
0.24680195522258844,0.7705273104273198,"c(148.50588465458, -37.8145225640463)",148.50588465458048,-37.81452256404628
0.24651832111214997,0.7705273104273198,"c(148.528599248472, -37.8142299297573)",148.52859924847212,-37.81422992975734
0.24495487974492824,0.7705273104273198,"c(148.551313511104, -37.8139329174725)",148.55131351110364,-37.8139329174725
0.2451650623196777,0.7705273104273198,"c(148.574027437561, -37.8136315273895)",148.57402743756137,-37.81363152738954
0.2459154507781613,0.7705273104273198,"c(148.596741022932, -37.8133257597091)",148.5967410229321,-37.813325759709095
0.24788731107088094,0.7705273104273198,"c(148.619454262303, -37.8130156146348)",148.61945426230304,-37.81301561463476
0.2485887318389052,0.7688997809088566,"c(148.642167150762, -37.812701092373)",148.64216715076188,-37.81270109237301
0.25060790390984644,0.7575966901647578,"c(148.664879683397, -37.8123821931332)",148.66487968339683,-37.81238219313323
0.25002029162433426,0.7440870134135776,"c(148.687591855297, -37.8120589171277)",148.6875918552966,-37.81205891712773
0.25351533096100903,0.7418432242307348,"c(148.71030366155, -37.8117312645717)",148.71030366155028,-37.81173126457171
0.2678175159261735,0.738877365174802,"c(148.733015097248, -37.8113992356833)",148.73301509724755,-37.81139923568328
0.2741953565334465,0.7230090070803388,"c(148.755726157479, -37.8110628306835)",148.75572615747853,-37.81106283068347
0.3466146438452344,0.7140264097138148,"c(148.778436837334, -37.8107220497962)",148.77843683733394,-37.810722049796176
0.32592323979013454,0.7129285877655333,"c(148.801147131905, -37.8103768932483)",148.80114713190494,-37.81037689324826
0.3251684986480546,0.7064272233800951,"c(148.823857036283, -37.8100273612694)",148.82385703628324,-37.810027361269434
0.32638698984026265,0.6884464908501114,"c(148.846566545561, -37.8096734540924)",148.8465665455611,-37.80967345409237
0.3288063722431804,0.6844750518375647,"c(148.869275654831, -37.8093151719526)",148.86927565483123,-37.809315171952576
0.3289618150905274,0.6903608130852542,"c(148.891984359187, -37.8089525150885)",148.891984359187,-37.80895251508852
0.32816529764827773,0.7355708782184406,"c(148.914692653722, -37.8085854837415)",148.91469265372226,-37.808585483741545
0.32981065935949017,0.7892489332604844,"c(148.937400533531, -37.8082140781559)",148.93740053353142,-37.80821407815591
0.33063963268159985,0.7992113966239048,"c(148.960107993709, -37.8078382985788)",148.9601079937095,-37.80783829857878
0.33401816676440393,0.7917094856526911,"c(148.982815029352, -37.8074581452602)",148.98281502935203,-37.8074581452602
0.34267958131520965,0.7432196323128074,"c(149.005521635555, -37.8070736184531)",149.00552163555514,-37.80707361845313
0.33993100355942607,0.7155625726094518,"c(149.028227807416, -37.8066847184135)",149.02822780741556,-37.80668471841345
0.33246137270202236,0.7119537551394751,"c(149.050933540031, -37.8062914453999)",149.05093354003057,-37.8062914453999
0.33245780066276664,0.6862297286802482,"c(149.073638828498, -37.8058937996742)",149.0736388284981,-37.80589379967417
0.33305622368960247,0.6162997945700817,"c(149.096343667917, -37.8054917815008)",149.09634366791664,-37.80549178150079
0.3332996664444417,0.5984227932478097,"c(149.119048053385, -37.8050853911472)",149.11904805338528,-37.805085391147244
0.3335662210029422,0.6023182940133607,"c(149.141751980004, -37.8046746288839)",149.1417519800038,-37.80467462888389
0.3338623927346094,0.6364072357003644,"c(149.164455442872, -37.804259494984)",149.16445544287248,-37.80425949498397
0.33732502350320237,0.6764219867595539,"c(149.187158437092, -37.8038399897236)",149.18715843709234,-37.80383998972365
0.39448493760873554,0.6844750518375647,"c(149.209860957765, -37.803416113382)",149.20986095776502,-37.803416113381985
0.5512309405751223,0.6801166997970977,"c(149.232562999993, -37.8029878662409)",149.23256299999275,-37.80298786624091
0.5346807128118696,0.6474484817397649,"c(149.255264558878, -37.8025552485853)",149.25526455887845,-37.80255524858529
0.38827415489036293,0.6284244189718798,"c(149.277965629526, -37.8021182607029)",149.27796562952565,-37.80211826070286
0.2680724554431205,0.6271068794443947,"c(149.300666207039, -37.8016769028842)",149.30066620703863,-37.80167690288424
0.34766799327555997,0.6271068794443947,"c(149.323366286522, -37.801231175423)",149.32336628652223,-37.801231175422984
0.3395968168139578,0.6271068794443947,"c(149.346065863082, -37.8007810786155)",149.34606586308203,-37.80078107861549
0.3426086136478772,0.6271068794443947,"c(149.368764931824, -37.8003266127611)",149.36876493182433,-37.80032661276109
0.35385582978149505,0.6319020405367445,"c(149.391463487856, -37.799867778162)",149.39146348785602,-37.799867778161996
0.3558644986376711,0.6776994781625428,"c(149.414161526285, -37.7994045751233)",149.41416152628474,-37.79940457512329
0.3563320099741678,0.7305539205458887,"c(149.436859042219, -37.798937003953)",149.43685904221883,-37.79893700395298
0.36037924873035593,0.7418432242307348,"c(149.459556030767, -37.798465064962)",149.45955603076735,-37.798465064961974
0.36718812329311684,0.7342051934046757,"c(149.48225248704, -37.797988758464)",149.48225248704006,-37.797988758464
0.3557691654045546,0.6680066284022885,"c(149.504948406147, -37.7975080847757)",149.5049484061474,-37.79750808477575
0.3591638801155105,0.6290012870383944,"c(149.527643783201, -37.7970230442168)",149.52764378320063,-37.797023044216765
0.36988371185729224,0.6271068794443947,"c(149.550338613312, -37.7965336371095)",149.55033861331168,-37.796533637109484
0.36997691606038874,0.6271068794443947,"c(149.573032891593, -37.7960398637793)",149.57303289159321,-37.79603986377926
0.2836557960507476,0.709156295164416,"c(148.165412783931, -37.8364091858833)",148.16541278393063,-37.8364091858833
0.27191346215804074,0.7416080782757006,"c(148.188137280601, -37.8361820967996)",148.18813728060087,-37.83618209679956
0.2398877646415063,0.7464061937378903,"c(148.210861519522, -37.8359506242763)",148.21086151952215,-37.83595062427631
0.2668806007820512,0.7438957453217212,"c(148.23358549577, -37.8357147684678)",148.2335854957701,-37.83571476846776
0.34581822102654114,0.732346457090965,"c(148.256309204421, -37.8354745295311)",148.25630920442055,-37.83547452953107
0.34232578383766854,0.7265644270509871,"c(148.27903264055, -37.8352299076263)",148.27903264054996,-37.835229907626285
0.336155996775125,0.7272187652599699,"c(148.301755799235, -37.8349809029164)",148.30175579923494,-37.834980902916406
0.3285459209040705,0.722925081092665,"c(148.324478675553, -37.8347275155673)",148.3244786755526,-37.83472751556731
0.3288774581899583,0.7079479578999015,"c(148.34720126458, -37.8344697457478)",148.34720126458035,-37.83446974574782
0.32830538782359187,0.7061637373588191,"c(148.369923561396, -37.8342075936296)",148.3699235613961,-37.83420759362964
0.3617651763056903,0.7060806867399867,"c(148.392645561078, -37.8339410593874)",148.392645561078,-37.83394105938744
0.48466700624781733,0.7009273903703792,"c(148.415367258705, -37.8336701431988)",148.4153672587048,-37.83367014319877
0.48279634584871367,0.6952548908566877,"c(148.438088649355, -37.8333948452441)",148.43808864935548,-37.83339484524407
0.3315544768811817,0.6960504917124591,"c(148.46080972811, -37.8331151657068)",148.46080972810955,-37.833115165706765
0.3320690634370089,0.6977979467622007,"c(148.483530490047, -37.8328311047731)",148.4835304900469,-37.832831104773135
0.3335294834071531,0.6995718817193962,"c(148.506250930248, -37.8325426626324)",148.50625093024783,-37.83254266263239
0.33356354788747267,0.7013722965840454,"c(148.528971043793, -37.8322498394767)",148.52897104379312,-37.832249839476674
0.3330313376942579,0.7032365039530152,"c(148.551690825764, -37.831952635501)",148.551690825764,-37.83195263550099
0.33322377835217426,0.7052214028009998,"c(148.574410271242, -37.8316510509033)",148.57441027124213,-37.83165105090333
0.3341755020828799,0.7072143988107676,"c(148.59712937531, -37.8313450858845)",148.5971293753096,-37.83134508588453
0.3368468906724949,0.7091258760971757,"c(148.619848133049, -37.8310347406484)",148.61984813304906,-37.83103474064838
0.3372053247043017,0.7100451228018018,"c(148.642566539544, -37.8307200154016)",148.6425665395435,-37.83072001540155
0.33816308068673057,0.7050639458306442,"c(148.665284589876, -37.8304009103537)",148.66528458987645,-37.83040091035365
0.33829526979508173,0.698716646361301,"c(148.688002279132, -37.8300774257172)",148.68800227913198,-37.83007742571717
0.3407085962903871,0.6990505995743136,"c(148.710719602395, -37.8297495617076)",148.71071960239453,-37.82974956170756
0.3463692613074881,0.6986490241182991,"c(148.733436554749, -37.8294173185431)",148.73343655474918,-37.829417318543115
0.3380211690079549,0.6897517752138164,"c(148.756153131281, -37.8290806964451)",148.75615313128137,-37.8290806964451
0.33234557712482504,0.6853278799313459,"c(148.778869327077, -37.8287396956376)",148.77886932707713,-37.82873969563762
0.31795889332375676,0.6858873500421367,"c(148.801585137223, -37.8283943163478)",148.80158513722307,-37.82839431634777
0.3181745167530017,0.6804463855870082,"c(148.824300556806, -37.8280445588055)",148.82430055680615,-37.828044558805495
0.31859417222582725,0.6638690881520769,"c(148.847015580914, -37.8276904232437)",148.84701558091402,-37.82769042324365
0.31947447882730734,0.6614966197495411,"c(148.869730204635, -37.827331909898)",148.8697302046348,-37.82733190989804
0.3194761347395451,0.6680754542774474,"c(148.892444423057, -37.8269690190073)",148.89244442305716,-37.826969019007336
0.3193709370006694,0.7076036096818967,"c(148.91515823127, -37.8266017508131)",148.91515823127034,-37.826601750813126
0.32093272245565335,0.7536645333289711,"c(148.937871624364, -37.8262301055599)",148.93787162436408,-37.8262301055599
0.3213830123048774,0.764168740584143,"c(148.960584597429, -37.8258540834951)",148.96058459742878,-37.825854083495074
0.32222284368008897,0.7597180371309031,"c(148.983297145555, -37.8254736848689)",148.98329714555533,-37.82547368486894
0.32330379953300686,0.7184410042023449,"c(149.006009263835, -37.8250889099347)",149.00600926383518,-37.825088909934706
0.3235874099875562,0.6959219219138714,"c(149.02872094736, -37.8246997589485)",149.02872094736048,-37.82469975894849
0.3238137258786792,0.6937940096814152,"c(149.051432191224, -37.8243062321693)",149.05143219122388,-37.82430623216933
0.32406294067046143,0.6708001492175611,"c(149.074142990519, -37.8239083298591)",149.07414299051862,-37.82390832985911
0.3248384043714025,0.609320150533897,"c(149.096853340339, -37.8235060522827)",149.09685334033858,-37.823506052282674
0.32685234849085026,0.5946338686387049,"c(149.119563235778, -37.8230993997077)",149.11956323577826,-37.82309939970774
0.32711859552279227,0.5988053294315226,"c(149.142272671933, -37.8226883724049)",149.14227267193272,-37.82268837240495
0.327414459727901,0.6341122374402968,"c(149.164981643898, -37.8222729706478)",149.1649816438977,-37.82227297064781
0.33219623749686855,0.6759003763511557,"c(149.18769014677, -37.8218531947128)",149.18769014676954,-37.821853194712766
0.3936911405937336,0.6844750518375647,"c(149.210398175645, -37.8214290448791)",149.21039817564528,-37.82142904487911
0.5464999993118539,0.6798071474905405,"c(149.233105725622, -37.8210005214291)",149.23310572562247,-37.82100052142912
0.5512434308845728,0.6466702788397172,"c(149.255812791799, -37.8205676246479)",149.25581279179943,-37.820567624647886
0.507347184556351,0.6283393987731541,"c(149.278519369275, -37.8201303548234)",149.2785193692751,-37.82013035482344
0.3294165759027934,0.6271068794443947,"c(149.301225453149, -37.8196887122467)",149.30122545314907,-37.81968871224671
0.32962562299486553,0.6271068794443947,"c(149.323931038522, -37.8192426972115)",149.32393103852164,-37.81924269721151
0.3309279506580822,0.6271068794443947,"c(149.346636120494, -37.8187923100145)",149.3466361204937,-37.818792310014544
0.33232414488929063,0.6271068794443947,"c(149.369340694167, -37.8183375509554)",149.36934069416697,-37.81833755095544
0.33676064130079697,0.6323177313153273,"c(149.392044754644, -37.8178784203367)",149.39204475464365,-37.81787842033671
0.33771849190678227,0.6791105727349578,"c(149.414748297027, -37.8174149184637)",149.41474829702688,-37.81741491846373
0.3412016086753452,0.7312646106240398,"c(149.43745131642, -37.8169470456448)",149.43745131642027,-37.81694704564484
0.3520777821882602,0.7418432242307348,"c(149.460153807928, -37.8164748021912)",149.46015380792832,-37.81647480219117
0.3523019453934741,0.7334730567899093,"c(149.482855766656, -37.8159981884169)",149.48285576665617,-37.815998188416856
0.3524989043262106,0.6662644255655956,"c(149.50555718771, -37.8155172046389)",149.50555718770968,-37.81551720463885
0.35406568117379694,0.6288834405081144,"c(149.528258066195, -37.815031851177)",149.5282580661954,-37.81503185117701
0.35860221834035283,0.6271068794443947,"c(149.550958397221, -37.8145421283541)",149.55095839722074,-37.81454212835413
0.35873284616002266,0.6271068794443947,"c(149.573658175894, -37.8140480364958)",149.5736581758937,-37.814048036495834
0.24520111389468255,0.8157358436650337,"c(148.120235677995, -37.8548730332275)",148.12023567799542,-37.85487303322755
0.2686211537910455,0.8089260211840901,"c(148.142966204599, -37.8546545705756)",148.14296620459857,-37.854654570575555
0.3478738704784912,0.7685350803652882,"c(148.165696483067, -37.854431721356)",148.16569648306717,-37.85443172135603
0.3411448108855902,0.7216396019489978,"c(148.188426508471, -37.8542044857176)",148.18842650847148,-37.85420448571755
0.32712834174910593,0.7162118774475963,"c(148.211156275882, -37.8539728638116)",148.21115627588205,-37.85397286381157
0.32812411274533587,0.708955616857514,"c(148.23388578037, -37.8537368557924)",148.23388578036983,-37.85373685579245
0.327352741513211,0.6800598008224036,"c(148.256615017006, -37.8534964618175)",148.25661501700608,-37.85349646181751
0.32683474850935185,0.664038362601792,"c(148.279343980862, -37.853251682047)",148.27934398086248,-37.85325168204697
0.3270243977723531,0.6628589125090454,"c(148.302072667011, -37.8530025166439)",148.30207266701103,-37.85300251664394
0.3272585674186609,0.6625417007251254,"c(148.324801070524, -37.8527489657745)",148.3248010705241,-37.8527489657745
0.32745408334216164,0.6611318097848674,"c(148.347529186475, -37.8524910296076)",148.34752918647456,-37.852491029607634
0.32760541006480337,0.6610402243198309,"c(148.370257009936, -37.8522287083152)",148.3702570099355,-37.85222870831524
0.37447541455725447,0.6594392841299267,"c(148.392984535981, -37.8519620020721)",148.39298453598053,-37.851962002072106
0.5280337391541831,0.6485599813261942,"c(148.415711759684, -37.851690911056)",148.41571175968363,-37.85169091105599
0.4818630263997362,0.636203931286938,"c(148.438438676119, -37.8514154354475)",148.4384386761192,-37.85141543544752
0.32989366787437996,0.6350458183097016,"c(148.461165280362, -37.8511355754303)",148.46116528036202,-37.851135575430284
0.3304029555110463,0.6355158913775595,"c(148.483891567487, -37.8508513311907)",148.48389156748735,-37.850851331190746
0.3318567754881286,0.6359930768172541,"c(148.506617532571, -37.8505627029183)",148.50661753257086,-37.8505627029183
0.33210393221755824,0.6364773746287855,"c(148.529343170689, -37.8502696908053)",148.52934317068863,-37.85026969080529
0.3322874546052798,0.6369788515538303,"c(148.552068476917, -37.8499722950469)",148.5520684769172,-37.84997229504692
0.3324731060230213,0.6375128265471139,"c(148.574793446334, -37.8496705158414)",148.57479344633362,-37.84967051584135
0.3334177329869937,0.638048880541396,"c(148.597518074015, -37.8493643533896)",148.5975180740153,-37.849364353389625
0.33608020330641397,0.638563159735747,"c(148.62024235504, -37.8490538078957)",148.62024235504015,-37.84905380789574
0.3362075193016083,0.6389333313345745,"c(148.642966284487, -37.8487388795666)",148.64296628448665,-37.84873887956659
0.33643154057148755,0.638434480516054,"c(148.665689857434, -37.8484195686119)",148.6656898574336,-37.848419568611945
0.3367227918782197,0.6377223679635357,"c(148.68841306896, -37.8480958752446)",148.6884130689604,-37.84809587524456
0.33726512679197385,0.6379742553476625,"c(148.711135914147, -37.84776779968)",148.71113591414684,-37.84776779968003
0.33732646651243814,0.6380908982457855,"c(148.733858388073, -37.8474353421369)",148.73385838807332,-37.84743534213692
0.3371651096928134,0.6368739167139617,"c(148.756580485821, -37.8470985028367)",148.7565804858207,-37.84709850283669
0.3328237809231998,0.6363415830372557,"c(148.77930220247, -37.8467572820037)",148.77930220247032,-37.846757282003686
0.31807497277162344,0.636353181674405,"c(148.802023533104, -37.8464116798652)",148.8020235331041,-37.8464116798652
0.3182897445888604,0.6295814377380644,"c(148.824744472804, -37.8460616966514)",148.82474447280438,-37.84606169665141
0.31848873792806043,0.6120917871281334,"c(148.847465016654, -37.8457073325954)",148.84746501665416,-37.845707332595424
0.31864647539665125,0.6090255889187496,"c(148.870185159737, -37.8453485879333)",148.87018515973688,-37.84534858793326
0.31886952677507696,0.6117716209743737,"c(148.892904897137, -37.8449854629038)",148.89290489713662,-37.844985462903814
0.31921741028034034,0.6285364661835853,"c(148.915624223938, -37.8446179577489)",148.91562422393793,-37.84461795774892
0.32016430820966735,0.6474360077337743,"c(148.938343135226, -37.8442460727133)",148.9383431352259,-37.844246072713325
0.3213930660577495,0.6512483484593877,"c(148.961061626086, -37.8438698080447)",148.9610616260863,-37.84386980804468
0.3222529339710379,0.6486504725801789,"c(148.983779691605, -37.8434891639935)",148.98377969160532,-37.84348916399352
0.32485184091641744,0.6288323408519948,"c(149.00649732687, -37.8431041408133)",149.00649732686992,-37.84310414081331
0.32602349344818615,0.6189048922422324,"c(149.029214526967, -37.8427147387604)",149.02921452696742,-37.842714738760414
0.32625006955408936,0.6188348627349165,"c(149.051931286986, -37.8423209580941)",149.05193128698593,-37.842320958094106
0.32650001767843406,0.608999218432401,"c(149.074647602014, -37.8419227990766)",149.074647602014,-37.84192279907656
0.32695636343527046,0.5820359979569986,"c(149.097363467141, -37.8415202619729)",149.09736346714092,-37.84152026197288
0.32792168930221477,0.5760303111780306,"c(149.120078877457, -37.841113347051)",149.12007887745654,-37.841113347051035
0.32818855138727365,0.5776732690723243,"c(149.142793828051, -37.8407020545819)",149.14279382805125,-37.84070205458192
0.3284850779572775,0.5932018746352002,"c(149.165508314016, -37.8402863848393)",149.16550831401617,-37.840286384839345
0.27455319916802556,0.8565795690170749,"c(148.029561934179, -37.8737263139752)",148.02956193417933,-37.873726313975155
0.24308112042435107,0.8565795690170749,"c(148.052298939052, -37.8735252693742)",148.05229893905215,-37.8735252693742
0.2414491952581536,0.849761102268822,"c(148.075035715296, -37.8733198348106)",148.0750357152958,-37.87331983481061
0.26281308892889516,0.8312446440078719,"c(148.097772257974, -37.8731100104213)",148.09777225797447,-37.873110010421335
0.3324347125149945,0.8278954828204899,"c(148.120508562153, -37.8728957963463)",148.1205085621528,-37.87289579634631
0.3306879616630532,0.8203711405227139,"c(148.143244622896, -37.8726771927284)",148.14324462289557,-37.87267719272839
0.3289667828272407,0.7734498387256008,"c(148.165980435268, -37.8724541997133)",148.1659804352681,-37.872454199713324
0.32791423769714484,0.7193866213933197,"c(148.188715994336, -37.8722268174498)",148.1887159943359,-37.87222681744979
0.32652204131119617,0.7131591380341498,"c(148.211451295165, -37.8719950460894)",148.21145129516484,-37.8719950460894
0.3266143702463956,0.7050725900979535,"c(148.234186332821, -37.8717588857867)",148.2341863328212,-37.87175888578671
0.3267857098512251,0.6742222942820989,"c(148.256921102372, -37.8715183366991)",148.25692110237154,-37.87151833669914
0.3269856021142114,0.6572436402333635,"c(148.279655598883, -37.8712733989871)",148.27965559888293,-37.87127339898708
