Financial_feasibility,AC_fish_suitability,geometry,X,Y
0.3251684986480546,0.7781862286965154,"c(148.823857036283, -37.8100273612694)",148.82385703628324,-37.810027361269434
0.32638698984026265,0.7573178481974854,"c(148.846566545561, -37.8096734540924)",148.8465665455611,-37.80967345409237
0.3288063722431804,0.578441268219334,"c(148.869275654831, -37.8093151719526)",148.86927565483123,-37.809315171952576
0.3289618150905274,0.5333067494091307,"c(148.891984359187, -37.8089525150885)",148.891984359187,-37.80895251508852
0.32816529764827773,0.5329786040947551,"c(148.914692653722, -37.8085854837415)",148.91469265372226,-37.808585483741545
0.32981065935949017,0.6146660186835142,"c(148.937400533531, -37.8082140781559)",148.93740053353142,-37.80821407815591
0.33063963268159985,0.7657250142265531,"c(148.960107993709, -37.8078382985788)",148.9601079937095,-37.80783829857878
0.33401816676440393,0.7265469559329919,"c(148.982815029352, -37.8074581452602)",148.98281502935203,-37.8074581452602
0.34267958131520965,0.6726148197069953,"c(149.005521635555, -37.8070736184531)",149.00552163555514,-37.80707361845313
0.33993100355942607,0.6694829011368781,"c(149.028227807416, -37.8066847184135)",149.02822780741556,-37.80668471841345
0.33246137270202236,0.6652253195263077,"c(149.050933540031, -37.8062914453999)",149.05093354003057,-37.8062914453999
0.33245780066276664,0.6436424960643331,"c(149.073638828498, -37.8058937996742)",149.0736388284981,-37.80589379967417
0.33305622368960247,0.6341221282092819,"c(149.096343667917, -37.8054917815008)",149.09634366791664,-37.80549178150079
0.3332996664444417,0.6341345894237519,"c(149.119048053385, -37.8050853911472)",149.11904805338528,-37.805085391147244
0.3335662210029422,0.6186951446954687,"c(149.141751980004, -37.8046746288839)",149.1417519800038,-37.80467462888389
0.3338623927346094,0.56543591405085,"c(149.164455442872, -37.804259494984)",149.16445544287248,-37.80425949498397
0.33732502350320237,0.5727631081591879,"c(149.187158437092, -37.8038399897236)",149.18715843709234,-37.80383998972365
0.39448493760873554,0.5974238515952431,"c(149.209860957765, -37.803416113382)",149.20986095776502,-37.803416113381985
0.5512309405751223,0.5657266757218159,"c(149.232562999993, -37.8029878662409)",149.23256299999275,-37.80298786624091
0.5346807128118696,0.5293980818037193,"c(149.255264558878, -37.8025552485853)",149.25526455887845,-37.80255524858529
0.34766799327555997,0.3670658409035211,"c(149.323366286522, -37.801231175423)",149.32336628652223,-37.801231175422984
0.3395968168139578,0.3751905527379365,"c(149.346065863082, -37.8007810786155)",149.34606586308203,-37.80078107861549
0.3426086136478772,0.4088898304028711,"c(149.368764931824, -37.8003266127611)",149.36876493182433,-37.80032661276109
0.35385582978149505,0.41325125546735786,"c(149.391463487856, -37.799867778162)",149.39146348785602,-37.799867778161996
0.3558644986376711,0.3989333200413712,"c(149.414161526285, -37.7994045751233)",149.41416152628474,-37.79940457512329
0.3563320099741678,0.43348411402841985,"c(149.436859042219, -37.798937003953)",149.43685904221883,-37.79893700395298
0.36037924873035593,0.4993997848363635,"c(149.459556030767, -37.798465064962)",149.45955603076735,-37.798465064961974
0.2668806007820512,0.7078468267517353,"c(148.23358549577, -37.8357147684678)",148.2335854957701,-37.83571476846776
0.34581822102654114,0.7248480770269203,"c(148.256309204421, -37.8354745295311)",148.25630920442055,-37.83547452953107
0.34232578383766854,0.6698276614038804,"c(148.27903264055, -37.8352299076263)",148.27903264054996,-37.835229907626285
0.336155996775125,0.6430360502934616,"c(148.301755799235, -37.8349809029164)",148.30175579923494,-37.834980902916406
0.3285459209040705,0.6790323451590259,"c(148.324478675553, -37.8347275155673)",148.3244786755526,-37.83472751556731
0.3288774581899583,0.68827441255758115,"c(148.34720126458, -37.8344697457478)",148.34720126458035,-37.83446974574782
0.32830538782359187,0.6774746933502805,"c(148.369923561396, -37.8342075936296)",148.3699235613961,-37.83420759362964
0.3617651763056903,0.6768267101978426,"c(148.392645561078, -37.8339410593874)",148.392645561078,-37.83394105938744
0.48466700624781733,0.6810593693794731,"c(148.415367258705, -37.8336701431988)",148.4153672587048,-37.83367014319877
0.48279634584871367,0.6722202145821131,"c(148.438088649355, -37.8333948452441)",148.43808864935548,-37.83339484524407
0.3315544768811817,0.6578358193456201,"c(148.46080972811, -37.8331151657068)",148.46080972810955,-37.833115165706765
0.3320690634370089,0.6671900376744051,"c(148.483530490047, -37.8328311047731)",148.4835304900469,-37.832831104773135
0.3335294834071531,0.6766065620755399,"c(148.506250930248, -37.8325426626324)",148.50625093024783,-37.83254266263239
0.33356354788747267,0.6992942798871845,"c(148.528971043793, -37.8322498394767)",148.52897104379312,-37.832249839476674
0.3330313376942579,0.713529140550038,"c(148.551690825764, -37.831952635501)",148.551690825764,-37.83195263550099
0.33322377835217426,0.7321545024444749,"c(148.574410271242, -37.8316510509033)",148.57441027124213,-37.83165105090333
0.3341755020828799,0.7416582553468994,"c(148.59712937531, -37.8313450858845)",148.5971293753096,-37.83134508588453
0.3368468906724949,0.741014425932618,"c(148.619848133049, -37.8310347406484)",148.61984813304906,-37.83103474064838
0.3372053247043017,0.7324701865443806,"c(148.642566539544, -37.8307200154016)",148.6425665395435,-37.83072001540155
0.33816308068673057,0.7123910162951148,"c(148.665284589876, -37.8304009103537)",148.66528458987645,-37.83040091035365
0.33829526979508173,0.7138365171736304,"c(148.688002279132, -37.8300774257172)",148.68800227913198,-37.83007742571717
0.3407085962903871,0.7200338945033583,"c(148.710719602395, -37.8297495617076)",148.71071960239453,-37.82974956170756
0.3463692613074881,0.729907330101725,"c(148.733436554749, -37.8294173185431)",148.73343655474918,-37.829417318543115
0.3380211690079549,0.7359053279999336,"c(148.756153131281, -37.8290806964451)",148.75615313128137,-37.8290806964451
0.33234557712482504,0.7367651517983609,"c(148.778869327077, -37.8287396956376)",148.77886932707713,-37.82873969563762
0.31795889332375676,0.7439261963804326,"c(148.801585137223, -37.8283943163478)",148.80158513722307,-37.82839431634777
0.3181745167530017,0.7801301781538296,"c(148.824300556806, -37.8280445588055)",148.82430055680615,-37.828044558805495
0.31859417222582725,0.7780906927189124,"c(148.847015580914, -37.8276904232437)",148.84701558091402,-37.82769042324365
0.31947447882730734,0.704968286209174,"c(148.869730204635, -37.827331909898)",148.8697302046348,-37.82733190989804
0.3194761347395451,0.6916306329881577,"c(148.892444423057, -37.8269690190073)",148.89244442305716,-37.826969019007336
0.3193709370006694,0.7060316431772774,"c(148.91515823127, -37.8266017508131)",148.91515823127034,-37.826601750813126
0.32093272245565335,0.7274898544945524,"c(148.937871624364, -37.8262301055599)",148.93787162436408,-37.8262301055599
0.3213830123048774,0.7695672220214582,"c(148.960584597429, -37.8258540834951)",148.96058459742878,-37.825854083495074
0.32222284368008897,0.7450726281116691,"c(148.983297145555, -37.8254736848689)",148.98329714555533,-37.82547368486894
0.32330379953300686,0.7152778643139893,"c(149.006009263835, -37.8250889099347)",149.00600926383518,-37.825088909934706
0.3235874099875562,0.7068997744520181,"c(149.02872094736, -37.8246997589485)",149.02872094736048,-37.82469975894849
0.3238137258786792,0.6998467270620194,"c(149.051432191224, -37.8243062321693)",149.05143219122388,-37.82430623216933
0.32406294067046143,0.6859150892846017,"c(149.074142990519, -37.8239083298591)",149.07414299051862,-37.82390832985911
0.3248384043714025,0.680004319887683,"c(149.096853340339, -37.8235060522827)",149.09685334033858,-37.823506052282674
0.32685234849085026,0.6821393413002032,"c(149.119563235778, -37.8230993997077)",149.11956323577826,-37.82309939970774
0.32711859552279227,0.6621972444101069,"c(149.142272671933, -37.8226883724049)",149.14227267193272,-37.82268837240495
0.327414459727901,0.6021715743082987,"c(149.164981643898, -37.8222729706478)",149.1649816438977,-37.82227297064781
0.33219623749686855,0.6038081471420205,"c(149.18769014677, -37.8218531947128)",149.18769014676954,-37.821853194712766
0.3936911405937336,0.6177688610865348,"c(149.210398175645, -37.8214290448791)",149.21039817564528,-37.82142904487911
0.5464999993118539,0.5888962271596323,"c(149.233105725622, -37.8210005214291)",149.23310572562247,-37.82100052142912
0.5512434308845728,0.5576351937926537,"c(149.255812791799, -37.8205676246479)",149.25581279179943,-37.820567624647886
0.3294165759027934,0.42598661665565923,"c(149.301225453149, -37.8196887122467)",149.30122545314907,-37.81968871224671
0.32962562299486553,0.4235774485247999,"c(149.323931038522, -37.8192426972115)",149.32393103852164,-37.81924269721151
0.3309279506580822,0.42154627056619604,"c(149.346636120494, -37.8187923100145)",149.3466361204937,-37.818792310014544
0.3478738704784912,0.6916347867263144,"c(148.165696483067, -37.854431721356)",148.16569648306717,-37.85443172135603
0.3411448108855902,0.688203799008918,"c(148.188426508471, -37.8542044857176)",148.18842650847148,-37.85420448571755
0.32712834174910593,0.6861601598358442,"c(148.211156275882, -37.8539728638116)",148.21115627588205,-37.85397286381157
0.32812411274533587,0.7057741114115649,"c(148.23388578037, -37.8537368557924)",148.23388578036983,-37.85373685579245
0.327352741513211,0.7205323430821567,"c(148.256615017006, -37.8534964618175)",148.25661501700608,-37.85349646181751
0.32683474850935185,0.6693749039448051,"c(148.279343980862, -37.853251682047)",148.27934398086248,-37.85325168204697
0.3270243977723531,0.6466082651081841,"c(148.302072667011, -37.8530025166439)",148.30207266701103,-37.85300251664394
0.3272585674186609,0.6862972331950139,"c(148.324801070524, -37.8527489657745)",148.3248010705241,-37.8527489657745
0.32745408334216164,0.6976618607916194,"c(148.347529186475, -37.8524910296076)",148.34752918647456,-37.852491029607634
0.32760541006480337,0.6838714501115278,"c(148.370257009936, -37.8522287083152)",148.3702570099355,-37.85222870831524
0.37447541455725447,0.6810261394742199,"c(148.392984535981, -37.8519620020721)",148.39298453598053,-37.851962002072106
0.5280337391541831,0.6803906175362517,"c(148.415711759684, -37.851690911056)",148.41571175968363,-37.85169091105599
0.4818630263997362,0.6723697491557528,"c(148.438438676119, -37.8514154354475)",148.4384386761192,-37.85141543544752
0.32989366787437996,0.6602948323343593,"c(148.461165280362, -37.8511355754303)",148.46116528036202,-37.851135575430284
0.3304029555110463,0.6727435855898516,"c(148.483891567487, -37.8508513311907)",148.48389156748735,-37.850851331190746
0.3318567754881286,0.6880376494826519,"c(148.506617532571, -37.8505627029183)",148.50661753257086,-37.8505627029183
0.33210393221755824,0.7171595076989536,"c(148.529343170689, -37.8502696908053)",148.52934317068863,-37.85026969080529
0.3322874546052798,0.7375128246665587,"c(148.552068476917, -37.8499722950469)",148.5520684769172,-37.84997229504692
0.3324731060230213,0.7581402883525028,"c(148.574793446334, -37.8496705158414)",148.57479344633362,-37.84967051584135
0.3334177329869937,0.7659410086106992,"c(148.597518074015, -37.8493643533896)",148.5975180740153,-37.849364353389625
0.33608020330641397,0.7657208604883965,"c(148.62024235504, -37.8490538078957)",148.62024235504015,-37.84905380789574
0.3362075193016083,0.7533053371381575,"c(148.642966284487, -37.8487388795666)",148.64296628448665,-37.84873887956659
0.33643154057148755,0.7229373574748595,"c(148.665689857434, -37.8484195686119)",148.6656898574336,-37.848419568611945
0.3367227918782197,0.7250017653387166,"c(148.68841306896, -37.8480958752446)",148.6884130689604,-37.84809587524456
0.33726512679197385,0.7335418509887973,"c(148.711135914147, -37.84776779968)",148.71113591414684,-37.84776779968003
0.33732646651243814,0.7407319717379656,"c(148.733858388073, -37.8474353421369)",148.73385838807332,-37.84743534213692
0.3371651096928134,0.7467507383269574,"c(148.756580485821, -37.8470985028367)",148.7565804858207,-37.84709850283669
0.3328237809231998,0.7463810556310151,"c(148.77930220247, -37.8467572820037)",148.77930220247032,-37.846757282003686
0.31807497277162344,0.7513863101097833,"c(148.802023533104, -37.8464116798652)",148.8020235331041,-37.8464116798652
0.3182897445888604,0.7799972585328167,"c(148.824744472804, -37.8460616966514)",148.82474447280438,-37.84606169665141
0.31848873792806043,0.7919683319002937,"c(148.847465016654, -37.8457073325954)",148.84746501665416,-37.845707332595424
0.31864647539665125,0.7950420981362177,"c(148.870185159737, -37.8453485879333)",148.87018515973688,-37.84534858793326
0.31886952677507696,0.8079768387560385,"c(148.892904897137, -37.8449854629038)",148.89290489713662,-37.844985462903814
0.31921741028034034,0.8390052627862444,"c(148.915624223938, -37.8446179577489)",148.91562422393793,-37.84461795774892
0.32016430820966735,0.8138876081529572,"c(148.938343135226, -37.8442460727133)",148.9383431352259,-37.844246072713325
0.3213930660577495,0.7702733575080895,"c(148.961061626086, -37.8438698080447)",148.9610616260863,-37.84386980804468
0.3222529339710379,0.7623729475341333,"c(148.983779691605, -37.8434891639935)",148.98377969160532,-37.84348916399352
0.32485184091641744,0.7563541809451416,"c(149.00649732687, -37.8431041408133)",149.00649732686992,-37.84310414081331
0.32602349344818615,0.7448441725130531,"c(149.029214526967, -37.8427147387604)",149.02921452696742,-37.842714738760414
0.32625006955408936,0.7376997428836081,"c(149.051931286986, -37.8423209580941)",149.05193128698593,-37.842320958094106
0.32650001767843406,0.735190885036989,"c(149.074647602014, -37.8419227990766)",149.074647602014,-37.84192279907656
0.32695636343527046,0.7360299401446332,"c(149.097363467141, -37.8415202619729)",149.09736346714092,-37.84152026197288
0.32792168930221477,0.7438763515225527,"c(149.120078877457, -37.841113347051)",149.12007887745654,-37.841113347051035
0.32818855138727365,0.7216206224792001,"c(149.142793828051, -37.8407020545819)",149.14279382805125,-37.84070205458192
0.3284850779572775,0.6558544862448961,"c(149.165508314016, -37.8402863848393)",149.16550831401617,-37.840286384839345
0.33326751809114014,0.6501929411373766,"c(149.188222330443, -37.8398663381)",149.188222330443,-37.83986633809999
0.361873804148487,0.6507661570029949,"c(149.210935872424, -37.8394419146435)",149.21093587242413,-37.839441914643466
0.4061804564968921,0.6306412956340058,"c(149.233648935053, -37.8390131147523)",149.23364893505251,-37.839013114752284
0.4392898066377031,0.6078165044631917,"c(149.256361513422, -37.8385799387119)",149.2563615134218,-37.83857993871185
0.4966380216205582,0.5635293482369459,"c(149.279073602626, -37.8381423868105)",149.27907360262637,-37.83814238681045
0.3296541046853549,0.5395082804770153,"c(149.301785197761, -37.8377004593393)",149.30178519776106,-37.83770045933933
0.3298940227127166,0.5527753201493685,"c(149.324496293922, -37.8372541565926)",149.32449629392164,-37.83725415659257
0.3301124611927657,0.5573028947401214,"c(149.347206886204, -37.8368034788672)",149.34720688620436,-37.836803478867196
0.2414491952581536,0.6096358417758061,"c(148.075035715296, -37.8733198348106)",148.0750357152958,-37.87331983481061
0.26281308892889516,0.627193692963983,"c(148.097772257974, -37.8731100104213)",148.09777225797447,-37.873110010421335
0.3324347125149945,0.6991572065280149,"c(148.120508562153, -37.8728957963463)",148.1205085621528,-37.87289579634631
0.3306879616630532,0.7135582167171346,"c(148.143244622896, -37.8726771927284)",148.14324462289557,-37.87267719272839
0.3289667828272407,0.7212301710924747,"c(148.165980435268, -37.8724541997133)",148.1659804352681,-37.872454199713324
0.32791423769714484,0.7128146975870935,"c(148.188715994336, -37.8722268174498)",148.1887159943359,-37.87222681744979
0.32652204131119617,0.6996930387502233,"c(148.211451295165, -37.8719950460894)",148.21145129516484,-37.8719950460894
0.3266143702463956,0.694077184762427,"c(148.234186332821, -37.8717588857867)",148.2341863328212,-37.87175888578671
0.3267857098512251,0.6892422335480816,"c(148.256921102372, -37.8715183366991)",148.25692110237154,-37.87151833669914
0.3269856021142114,0.671609615073085,"c(148.279655598883, -37.8712733989871)",148.27965559888293,-37.87127339898708
0.3271472901162837,0.6678587895176263,"c(148.302389817423, -37.8710240728138)",148.3023898174226,-37.871024072813846
0.3273420963631111,0.7045030675356286,"c(148.325123753058, -37.8707703583456)",148.32512375305836,-37.870770358345645
0.3275380144367267,0.7121999443399087,"c(148.347857400858, -37.8705122557516)",148.3478574008583,-37.87051225575163
0.32769073685682604,0.6917386301802307,"c(148.370590755891, -37.8702497652038)",148.37059075589087,-37.870249765203845
0.3416756253813474,0.685802938354372,"c(148.393323813225, -37.8699828868773)",148.39332381322504,-37.869982886877295
0.4200616849153299,0.6803075427731187,"c(148.41605656793, -37.8697116209499)",148.41605656793007,-37.869711620949886
0.4819530607136919,0.6863886154344603,"c(148.438789015076, -37.8694359676024)",148.4387890150757,-37.869435967602435
0.32998426992967433,0.6953399211620498,"c(148.461521149732, -37.8691559270187)",148.4615211497321,-37.86915592701871
0.33049414896356843,0.701342072798415,"c(148.48425296697, -37.8688714993853)",148.48425296696976,-37.86887149938535
0.3319485839937676,0.7082414318766174,"c(148.50698446186, -37.868582684892)",148.5069844618597,-37.86858268489196
0.3321963794322032,0.7295459548820962,"c(148.529715629473, -37.868289483731)",148.5297156294734,-37.86828948373104
0.332380587840709,0.7446904842012569,"c(148.552446464883, -37.867991896098)",148.55244646488268,-37.86799189609801
0.33256692527923476,0.7627841676116421,"c(148.57517696316, -37.8676899221912)",148.5751769631599,-37.86768992219122
0.33351230923165864,0.7687863192480072,"c(148.597907119378, -37.8673835622119)",148.59790711937782,-37.86738356221191
0.3361755128836414,0.766663759049957,"c(148.62063692861, -37.8670728163643)",148.62063692860977,-37.867072816364285
0.33657319203548297,0.7498286583010381,"c(148.643366385929, -37.8667576848554)",148.64336638592943,-37.86675768485541
0.3376837650615676,0.7120877934096791,"c(148.666095486411, -37.8664381678953)",148.666095486411,-37.866438167895325
0.337596309239525,0.7112155083967817,"c(148.688824225129, -37.8661142656969)",148.6888242251292,-37.866114265696936
0.3368915056793579,0.7162166091373932,"c(148.711552597159, -37.8657859784761)",148.71155259715917,-37.865785978476076
0.33706050335116544,0.7355231840895213,"c(148.734280597577, -37.8654533064515)",148.73428059757669,-37.865453306451535
0.337261318193827,0.7505223325731992,"c(148.757008221458, -37.865116249845)",148.75700822145785,-37.86511624984496
0.33292091200388874,0.7374214424271123,"c(148.779735463879, -37.864774808881)",148.77973546387946,-37.864774808880966
0.31817305008787683,0.7322085010405114,"c(148.802462319919, -37.864428983787)",148.80246231991865,-37.86442898378702
0.3183887917965673,0.7419407095415519,"c(148.825188784653, -37.8640787747936)",148.8251887846532,-37.864078774793555
0.3191279437077233,0.7472574943820691,"c(148.847914853161, -37.8637241821339)",148.8479148531614,-37.86372418213391
0.32105840619449905,0.7506303297652722,"c(148.870640520522, -37.8633652060443)",148.87064052052207,-37.86336520604431
0.3210140277465272,0.7593282574653059,"c(148.893365781815, -37.8630018467639)",148.89336578181462,-37.86300184676392
0.3203688606828084,0.7779577730978995,"c(148.916090632119, -37.8626341045348)",148.91609063211888,-37.86263410453479
0.3210666857556878,0.752038447000378,"c(148.938815066515, -37.8622619796019)",148.93881506651542,-37.86226197960193
0.32266232278798934,0.7101936888102448,"c(148.961539080085, -37.8618854722132)",148.96153908008523,-37.86188547221319
0.32309633738550514,0.7178116445895484,"c(148.98426266791, -37.8615045826194)",148.98426266790995,-37.86150458261939
0.32412674060339325,0.725512675131985,"c(149.006985825072, -37.8611193110742)",149.00698582507178,-37.86111931107425
0.3253148812898722,0.7186673146498191,"c(149.029708546653, -37.8607296578344)",149.0297085466535,-37.860729657834376
0.32731415875807124,0.7150078713338068,"c(149.052430827738, -37.8603356231593)",149.05243082773848,-37.8603356231593
0.32756531333276057,0.7151034073114099,"c(149.075152663411, -37.8599372073114)",149.07515266341068,-37.85993720731143
0.327803457168439,0.7151989432890129,"c(149.097874048755, -37.8595344105562)",149.09787404875473,-37.859534410556165
0.32804905260918726,0.7141605087498494,"c(149.120594978856, -37.8591272331617)",149.12059497885576,-37.85912723316172
0.3283171921122582,0.6950076221095175,"c(149.1433154488, -37.8587156753993)",149.14331544879965,-37.85871567539927
0.3286149724443849,0.642898976934292,"c(149.166035453673, -37.8582997375429)",149.1660354536728,-37.85829973754287
0.3333986899962595,0.6380972556251999,"c(149.188754988562, -37.8578794198695)",149.1887549885623,-37.857879419869505
0.3485916847776693,0.6374285037819786,"c(149.211474048556, -37.857454722659)",149.2114740485558,-37.85745472265904
0.3488232995879531,0.6237377828176467,"c(149.234192628742, -37.8570256461943)",149.23419262874177,-37.85702564619427
0.36245796267418906,0.6077209684855887,"c(149.256910724209, -37.8565921907609)",149.2569107242091,-37.85659219076088
0.3887087845409956,0.5736395469102419,"c(149.279628330048, -37.8561543566475)",149.2796283300475,-37.856154356647465
0.33301820867580145,0.5550640298736849,"c(149.302345441347, -37.8557121441455)",149.30234544134734,-37.85571214414551
0.3438862209069732,0.5630641295634006,"c(149.3250620532, -37.8552655535494)",149.3250620531996,-37.85526555354942
0.34383623601328206,0.5742792225863667,"c(149.347778160696, -37.8548145851565)",149.34777816069592,-37.85481458515649
0.3300616246870666,0.6150024714742032,"c(148.052555448052, -37.8915483816169)",148.05255544805203,-37.891548381616936
0.32945449629303797,0.6125849958670305,"c(148.07529776405, -37.8913428145136)",148.07529776405028,-37.89134281451358
0.3300677988741245,0.6299393138855313,"c(148.098039846262, -37.8911328547531)",148.09803984626154,-37.89113285475314
0.3318398142156362,0.6982724603006476,"c(148.120781689746, -37.8909185024757)",148.12078168974568,-37.89091850247567
0.330818163676719,0.7171387390081704,"c(148.143523289563, -37.8906997578242)",148.14352328956295,-37.89069975782415
0.3287470905850687,0.7343227537622483,"c(148.166264640774, -37.8904766209445)",148.16626464077382,-37.89047662094448
0.3282720330199457,0.7236351854851774,"c(148.189005738439, -37.8902490919855)",148.1890057384392,-37.89024909198552
0.32685625171255356,0.7058239562694447,"c(148.21174657762, -37.890017171099)",148.21174657762026,-37.890017171099
0.32689774414205386,0.68868563263509,"c(148.234487153379, -37.8897808584396)",148.23448715337858,-37.8897808584396
0.32704284936585953,0.6752732121272539,"c(148.257227460776, -37.889540154165)",148.25722746077608,-37.889540154164955
0.3271602771994055,0.6750613714812645,"c(148.279967494875, -37.8892950584356)",148.27996749487508,-37.88929505843558
0.32731408779040394,0.6813252086214989,"c(148.302707250738, -37.889045571415)",148.30270725073822,-37.88904557141497
0.3274777155753833,0.7161003044690069,"c(148.325446723429, -37.8887916932695)",148.3254467234285,-37.888791693269454
0.32761939069526785,0.7214669341674039,"c(148.348185908009, -37.8885334241684)",148.3481859080094,-37.888533424168394
0.3277325604687739,0.6976493995771494,"c(148.370924799545, -37.888270764284)",148.37092479954475,-37.88827076428401
0.32830675986516034,0.6898112956755432,"c(148.393663393099, -37.8880037137914)",148.39366339309876,-37.88800371379145
0.3760344795849907,0.6809472184492434,"c(148.416401683736, -37.8877322728688)",148.416401683736,-37.8877322728688
0.514892892753135,0.6971924883799175,"c(148.439139666522, -37.8874564416971)",148.43913966652158,-37.887456441697076
0.4381010035863291,0.7207441837281462,"c(148.461877336521, -37.8871762204602)",148.46187733652093,-37.88717622046019
0.33055198761244436,0.7225676747789173,"c(148.4846146888, -37.886891609345)",148.48461468879992,-37.886891609345014
0.3320094505964497,0.7241460952784459,"c(148.507351718425, -37.8866026085413)",148.50735171842493,-37.88660260854131
0.33226036861224795,0.7397309208422119,"c(148.530088420463, -37.8863092182418)",148.53008842046262,-37.88630921824176
0.3324476995981163,0.7510373961046244,"c(148.55282478998, -37.886011438642)",148.55282478998026,-37.88601143864201
0.33263723058167205,0.7670292880077426,"c(148.575560822046, -37.8857092699406)",148.57556082204553,-37.88570926994057
0.333855485214989,0.7714904027879891,"c(148.598296511726, -37.8854027123389)",148.59829651172646,-37.8854027123389
0.33740822126520503,0.7675485052773243,"c(148.621031854092, -37.8850917660414)",148.6210318540917,-37.88509176604139
0.3376506468168125,0.745973989291663,"c(148.64376684421, -37.8847764312553)",148.64376684421035,-37.88477643125534
0.3382411451207962,0.700440711618421,"c(148.666501477152, -37.8844567081909)",148.66650147715185,-37.884456708190946
0.33804818403331943,0.6960086730052711,"c(148.689235747986, -37.8841325970614)",148.6892357479863,-37.88413259706138
0.3367165703793835,0.696814498207662,"c(148.711969651784, -37.8838040980827)",148.71196965178413,-37.88380409808267
0.33600239908712853,0.7304265473713069,"c(148.734703183616, -37.8834712114738)",148.73470318361643,-37.8834712114738
0.3362049408096952,0.755124674450772,"c(148.757436338555, -37.8831339374567)",148.75743633855473,-37.883133937456655
0.3318653152640976,0.7250640714110664,"c(148.780169111671, -37.8827922762561)",148.78016911167106,-37.882792276256055
0.31738675198972305,0.705387813762996,"c(148.802901498038, -37.8824462280997)",148.80290149803793,-37.88244622809971
0.3184895658841793,0.6868496803698488,"c(148.825633492728, -37.8820957932183)",148.82563349272846,-37.8820957932183
